study_id,form,study,binder,sex/gender,date filled,age_days,age_mos,completedby,respname,respno,reactmd,arehngry,aretired,becarefl,bequiet,claphand,cgdiaper,comehere,mdhome,wantmore,dontdo,dontouch,getup,givemom,givehug,givekiss,goget,goodgb,holdstil,gobyebye,lookhere,openmth,sitdown,spitout,stopit,gonight,throwbll,litpiggy,wantride,imitate,label,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,animal,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddyber,tiger,turkey,turtle,airplane,bicycle,bus,car,firetrck,motrcycl,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy,apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,coffee,cookie,cracker,drink1,egg,fish2,food,icecream,juice,meat,milk,noodles,orange1,peas,pizza,raisin,spaghett,toast,water1,beads,bib,boots,button,coat,diaper,dress,hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,bllybttn,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie,tooth,toe,tongue,tummy,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch1,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,highchar,kitchen,livingrm,oven,playpen,potty,refrigerator,rockingchair,sink,stairs,stove,table,tv,window,backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide1,snow,star,store,sun,swing1,tree,water2,work1,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,childname,people,person,sister,teacher,uncle,bath,breakfst,bye,dinner,dont,hello,hi,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,thankyou,wait,wanna,yes,bite,blow,break,bring,bump,clean1,close,cry,dance,draw,drink2,drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing2,take,throw,tickle,touch,watch2,walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,allgone,asleep,bad,big,blue,broken,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little,naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,i,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,underprep,upprep,allquant,another,more,none,notquant,other,same,some,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,playpretend,id,Comp_items,Comp_items_tot,Prod_items,subnum,Sex,border,numkids,Ethnicity,race,eth,momed,hollingshead,age,Comp,Compptile,Prod,Prodptile,Totgest,Totgestptile,Phrases,Phrasesptile
10108,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-01-05,523,17,Mother,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,,1,,,,1,,,,,,s,n,1,,2,2,2,2,2,2,,,1,1,1,1,,2,1,1,2,2,1,1,,1,,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,,1,,,1,,,2,1,,1,,1,1,1,1,1,1,,,,1,1,1,1,,,2,2,1,1,1,,,1,,,,1,,1,1,,,2,,1,,,,1,,2,1,,1,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,,,,1,,,1,,1,1,,,,,,,,,,1,,,,,,,,1,,,,1,1,,1,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,1,,1,,2,,,,,,,1,,,1,,1,,,,1,,,,,2,,,,,,2,,,,,,2,1,,,1,,,1,1,1,1,1,1,1,,1,1,1,,1,,1,,,,,,1,,1,,1,,1,1,,1,,1,1,1,,1,1,1,,,1,,,1,1,1,,1,1,,,,1,,,1,1,1,,1,1,,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,1,1,,,1,1,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,,,o,o,s,n,s,n,s,n,1,0,0,1,1,1,1,1,1,0,1,1,,1,,,,1,1,1,1,,1,0,,,,0,1,1,1,1,,,,,1,,1,,1,1,1,,1,,,1,1,1,,1,10108,153,172,19,10108,F,2,2,W,W,NA,16,63,17,122,15,16,12,26,0,20,23
10109,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-11-21,571,18,Mother,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,,,,1,,1,1,n,s,,2,,,1,2,1,1,2,,2,1,,,,,,,,1,,1,,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,1,1,1,2,1,,1,1,,,,1,1,,,,,,,,1,,,,1,1,,,,1,,,1,,,1,,,,,,,1,,,,1,,1,,,,1,1,1,1,,1,,,,1,,1,1,,1,,1,1,,,,1,1,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,1,,1,,,1,,,,,,,,,1,,,1,,,,,,1,1,,,,,,1,,1,,,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,,,,1,,1,,1,,1,,,,1,1,1,,,1,,1,1,1,1,,1,,,1,,,,,,,1,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,1,1,,,,,,,1,,,,,,,o,o,s,o,o,s,n,s,n,n,,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,,0,,0,0,0,0,1,0,0,0,0,1,1,1,,1,1,1,,0,0,0,0,1,1,1,1,10109,114,119,5,10109,M,1,0,W,W,NA,16,56,17,106,12,5,10,35,15,17,23
10110,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-09-24,567,18,Mother,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,n,n,,,,,1,1,,,1,,2,2,,,,1,,1,1,1,,1,,1,,1,1,1,1,,,1,1,,,1,1,,,1,,1,,,,1,,1,1,,,1,,,1,1,1,1,1,,1,,,1,,1,1,,,,,,,,,,1,,,1,,,1,1,1,,,,,,,,,,1,,1,,,,1,,1,,,,,,,1,,1,,,1,,,1,1,,,,1,,1,,,,1,1,,1,1,,1,,,,,,,1,1,,,,1,,1,,,,,,,,,,,,,1,,,1,1,,,,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,1,,,,,,,,,1,,,,1,1,1,1,,,,1,,,,,,1,,1,1,,,1,1,,1,,,,1,1,1,,,,1,,,1,1,,1,1,1,,,,1,,,,,,1,1,1,,,1,,1,,,,,1,1,1,,1,,,,1,,,1,1,,,,1,1,,,,,,1,,,1,,,,1,,,,,1,,,,,,,,,,,2,1,,,,,,1,,,,1,1,,,,,,,,1,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,1,,,1,,,,,,o,o,s,s,s,o,n,n,o,n,s,o,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,10110,123,126,3,10110,M,4,5,W,W,NA,16,66,16,54,7,2,10,30,15,18,30
10111,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-03-17,557,18,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,s,s,,,,,2,,1,2,2,2,,1,,,,1,,1,,,,,,1,,1,,,2,,,1,2,,,,,,,,,1,,,,,,2,1,1,,1,,,1,,1,2,1,,1,2,,,,,1,,,2,,1,,,2,,,2,2,,,,1,1,,,2,,2,,2,,,,2,1,1,,,1,1,,1,1,,1,,,,2,,1,,,,1,1,2,2,1,1,,,1,,,,2,2,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,1,1,,,,1,,,,1,,,,,1,,1,,,,2,,,,1,,2,,2,2,,,2,,,,1,,,1,1,2,1,1,,2,1,1,2,2,,2,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,,1,1,,,1,1,1,,,1,,1,1,1,1,,1,1,,,,,,1,1,,,,1,,1,1,,1,1,,2,,1,2,1,1,,,,,,,,,,1,,,,,,,1,2,,,1,,,,,1,1,,,2,1,,,,2,,1,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,o,,,,,o,s,n,o,n,s,s,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,,10111,104,141,37,10111,F,3,3,A/W,A/W,NA,13,50,17,86,0,16,12,40,20,17,15
10112,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-04-08,558,18,Mother,1,1,1,1,,1,,1,,1,1,1,,1,,1,,1,,,,1,1,,,,,,1,,,s,s,1,,,,1,1,,2,2,,1,,,,,1,,,,2,,1,,1,,1,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,1,2,,,,,,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,2,2,1,,,,,2,,,2,2,,1,,,,,1,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,1,1,1,,,,,,,,,,,2,,1,,,,,,,1,,,,,,2,,1,,,,2,,,,,,1,1,,2,,,,1,,,,2,1,1,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,1,,,,1,,,1,,,,,,,o,o,s,s,n,n,n,o,s,n,n,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,10112,67,84,17,10112,F,1,1,W,W,NA,17,60,17,66,0,10,10,40,20,10,5
10113,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-04-21,555,18,Mother,1,1,1,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,,1,,s,n,,,,,,,,2,,,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,2,,1,,,,,,1,2,,,,,,,,1,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,s,n,s,s,n,n,n,s,s,n,n,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,10113,24,28,4,10113,F,2,2,W,W,NA,16,29,16,22,0,1,6,24,0,9,8
10114,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-04-27,559,18,Mother,1,1,1,,,1,,1,1,1,1,,1,,,1,,,1,,,,1,,1,,,,,,,s,s,2,,2,2,,2,,2,2,,2,2,2,2,,2,,,,,,1,,2,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,,2,,,,,,2,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,2,2,,,1,2,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,1,,,,,,2,,,1,,,2,1,,,2,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,s,o,o,n,n,o,n,o,n,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,10114,14,41,27,10114,F,2,2,W,W,NA,18,66,17,32,0,15,11,28,0,14,10
10115,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2009-05-09,551,18,Father,1,1,1,1,,1,,1,1,1,1,,,1,1,1,,,1,1,,1,1,1,,,,,1,,,n,n,1,1,,1,1,1,1,1,1,,1,,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,,1,1,,1,,,1,1,,,1,1,1,,1,,1,1,1,1,,,,1,1,1,,,,1,,1,1,1,,,1,,,1,,,,,,1,,1,1,,,,,1,1,,1,,,,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,,,,,1,1,,1,,1,,1,,,,,,,,,,,,,,,1,,1,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,,1,,,1,1,1,,,,,,1,,1,1,,,1,,,1,1,,1,,,,,,,,1,,,,,1,,1,1,,1,1,,,,1,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,1,,,,1,,,,,,,,,,,,1,1,,1,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,s,o,n,o,o,,n,n,s,n,s,1,,0,1,,1,1,1,1,1,0,1,1,0,0,1,0,1,,1,1,,,0,0,,,,,,0,0,0,,0,0,0,1,1,,1,1,0,0,1,1,0,1,1,,1,0,10115,141,141,0,10115,M,3,3,A,A,NA,16,61,16,130,29,1,5,27,10,13,15
10116,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2009-03-21,547,18,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,s,s,,,,,,,,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,,1,,1,2,2,,,,,,,,,,,1,1,1,,,1,,1,,1,,1,,,,,,1,,,,,,,,1,1,,,,1,1,1,,1,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,1,1,,1,1,,,,,,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,1,,,,1,1,,,,,1,1,1,2,1,1,1,2,1,1,2,1,,1,1,1,2,1,1,1,,1,,1,,1,1,,1,,1,,1,,,1,1,1,1,,,1,1,,,1,1,,1,1,,,,,,,1,1,,,1,,1,1,,,,,1,,,1,1,,,,,,,,,,,2,,2,,,,1,1,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,,1,1,,,,,,,,s,o,s,n,n,n,n,,n,,1,,0,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,1,1,1,,,1,1,1,1,,10116,99,110,11,10116,M,1,1,W,W,NA,13,33,16,51,6,8,19,28,12,16,25
10117,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2009-06-14,546,17,Mother,,,,1,,1,1,1,1,1,,1,,,1,1,,1,1,,,,1,,1,,1,,,,,n,n,,,,,,,1,,1,,,,,,,,,,,2,,,,2,,1,,1,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,1,,1,1,,,1,,1,1,,1,1,,,,,1,1,1,1,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,,1,1,1,,1,1,,1,1,1,1,1,,1,,,,,1,1,,,1,,,,,1,,,,,1,1,1,1,1,,1,,1,1,,1,,1,1,1,,1,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,1,1,,,,1,,,,,,1,1,1,1,,1,1,,1,,1,,1,,1,,1,1,1,,1,,,,,,,,,1,1,1,,,,1,1,1,1,,1,,,1,1,,,,,,,1,1,,,,,,,1,,,,,,,,1,1,1,1,1,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,1,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,o,o,o,o,o,o,o,s,s,n,n,s,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,10117,125,128,3,10117,M,1,1,A/W,A/W,NA,16,66,17,119,15,5,10,39,28,20,30
10118,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2009-06-17,553,18,Mother,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,,1,,1,,,1,,1,1,,1,,s,n,1,,1,1,1,2,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,1,1,,,,,,1,,,,,,,1,,,1,,,,1,,,,1,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,1,,,,,,1,,1,,1,,2,,,,1,1,1,1,,1,,,2,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,s,s,s,s,s,0,s,n,n,n,n,n,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,,,,,,1,1,,,,,,,1,1,,,1,1,,,1,,,1,1,,,1,10118,52,58,6,10118,M,2,2,W,W,NA,16,52,17,68,6,4,9,32,12,22,40
10119,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-06-28,561,18,Mother,1,1,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,n,n,,,,1,1,1,,,1,,2,2,,1,,1,,1,1,,,,,1,,1,1,1,,,,,,,,1,,,,,,1,,,1,,,,,1,1,1,,,1,,1,1,1,1,2,,1,,1,1,2,1,,,,,,1,1,,,,1,1,,,,,1,,1,,,,,1,1,1,1,,1,,1,1,1,,1,,,,1,1,1,1,,1,,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,,1,1,1,,,1,1,1,,1,,,1,,1,,,,1,,1,,,,,,,1,,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,,1,,,1,,1,1,,1,,1,,1,,1,1,1,,,1,,,1,,,,,1,1,,1,,1,,1,1,1,,,1,1,1,,,,1,1,1,1,,,1,1,,1,,,,1,1,1,1,,,1,1,1,2,1,,1,,1,,1,1,1,1,1,,1,,,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,,,,1,1,,1,,,1,,1,1,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,,,,,1,,,,,,1,1,,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,,,1,,1,,1,,,1,,,1,1,,,1,,,,,,1,,,2,1,,,,,,1,,,,1,1,1,1,,,1,,1,1,1,1,1,,,,,,o,,o,o,s,s,s,n,o,o,o,n,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,,0,1,1,0,1,0,0,0,,0,,0,0,1,,10119,203,209,6,10119,F,1,1,W,W,NA,14,52,18,302,61,8,7,46,25,27,65
10120,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-04-30,566,18,Mother,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,1,,,,,1,1,,,,o,s,,,,,,,2,1,,,2,,,2,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,2,1,,2,,,,,,2,2,,2,1,1,,,2,2,2,,,,1,1,1,1,,,,2,1,,,,,1,,2,,1,,,,,,2,,1,1,,,2,,2,,,,1,,,2,,2,,,,1,,1,1,,1,,1,1,1,,,1,1,2,1,,,1,,,,,,,,,1,,,,1,,1,,,,,2,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,2,,,,,1,2,,,,2,,,,,,2,,2,2,,,2,,,,12,,,1,,2,,1,2,2,,1,1,2,,1,2,1,,,1,2,1,1,,1,,1,,1,,1,,1,1,,,1,1,2,2,1,,,,,,1,1,,2,1,,,,2,,,1,,1,,1,,1,,,,,,,,,1,2,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,1,,,1,,2,,,2,,,,,,o,o,o,n,o,o,o,n,s,s,n,s,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,,1,0,1,0,,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,0,,1,1,1,,0,1,0,0,1,0,1,0,10120,67,112,45,10120,F,2,2,A,A,NA,18,66,16,72,8,15,19,25,0,11,10
10121,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2009-07-27,581,19,Mother,1,1,1,1,1,,,1,1,1,1,1,,,,1,,,1,,,1,1,,,,,,,,1,n,s,,2,,2,1,2,2,1,2,2,1,2,1,1,1,2,,1,,1,`1,1,,1,,1,1,2,1,1,,1,1,,1,1,,,,1,,1,,1,,1,1,1,1,,1,1,1,,1,1,1,2,,,1,1,,,1,,1,1,,,,,,,1,1,,1,1,1,,,1,,,,1,,,,,1,,,1,,1,,,,1,,1,1,,,,1,1,2,,1,,,,1,,1,,,1,,,,,,,1,1,1,,,,1,1,1,,1,1,,,1,,1,,1,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,2,,1,1,,,,,,,,,1,1,,1,,,1,,,,1,1,1,,,,1,1,,,1,,,,,,1,,,,,1,,1,1,1,,2,1,1,1,,1,2,1,1,,,,,1,1,2,,,,2,1,1,1,2,,1,1,2,1,,1,1,1,1,,1,,,1,1,,,1,,1,1,,,1,1,1,,1,,,,1,,,,,1,,,1,1,1,,,1,1,,1,,1,,1,1,,1,1,1,,,1,,,,,,,,,,,2,1,,1,1,1,,,,,,1,,,,,,,1,,,1,1,,,,,,1,,,1,,,1,,1,,,,,,1,,2,2,,1,,1,,1,,,,,2,,1,1,1,,1,1,1,,1,2,,,,,1,,o,o,o,o,o,o,o,s,n,o,n,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,10121,162,185,23,10121,M,2,2,A/W/B,A/W/B,NA,18,66,16,146,24,16,17,33,13,11,9
10122,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-07-19,554,18,"Mother, Father",1,1,1,1,1,,,1,1,1,1,1,,,,1,1,1,1,1,,1,,,1,,,,1,,,s,s,,,,,,,,,2,,,,,,,,,,,,,2,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,2,,,,,,,2,,1,,,,,,,1,,1,,1,1,,,1,,1,,1,,,,,2,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,2,,,2,,,,,,,2,,2,,,,2,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,o,o,o,n,o,o,o,o,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,10122,12,34,22,10122,F,1,1,W/AI,W/AI,NA,18,59,16,61,0,11,14,45,55,13,13
